Images,Spell Name,Page,Source,Foundry Tag,Unnamed: 5,Tag ABRV,Tag,Theme,Class,New Class,Subclass,Level,School,School ABRV,Description,Notes,Clarification,Table,Scaling,Scaling Level,Scaling Modifier,Scaling Effect,Scaling Dice Count,Scaling Dice Type,Fixed Value,Flavor,Alternative Flavor,Quotes,Anomaly Effect,Modifier Details,Modifier Type,Modifier Subtype,Modifier Dice Count,Modifier Dice Type,Modifier Fixed Value,Modifier Use Primary Stat,Modifier Duration,Modifier Duration Unit,Damage,Damage Type,Old Damage Type,Old Type,Condition,Saving Throw,Success,Fail,Skill Check,Ability Check,DC,Ritual,Techno Magic,Casting Time,Casting Unit,Casting Type,Trigger,Duration,Duration Type,Duration Amount,Duration Unit,Up To,Concentration,Range,Range Type,Range Unit,Range Distance,Area,Area Type,Area ABRV,Area Unit,Area Distance,Components,Components ABVR,Component Description (Material),Component Description (Somatic),Component Description (Verbal),Terrain,Terrain Effect,Consecrated / Desecrated,Cost,Acquisition Note,Permit,Blood Pact,Blood Pact Effect,Arcane Strain,References SRD,Image Url,DDB,WA,LLM Class
,Thoughtseed,0.0,ORIO,,,,,,Psionic,Psychomancer,,0-Cantrip,Divination,D,"You plant a subtle psychic thread into the mind of a creature you can see within range. The target must succeed on an **Intelligence saving throw** or become **Seeded** for the duration.

While Seeded:
- You can hear **surface thoughts** (what they are actively thinking).
- You know the creature’s **emotional state** and any strong **intent** involving you or your allies.
- As a bonus action on your turn, you may:
- Ask the GM one **yes/no question** the creature knows the answer to.
- Whisper a **single word or phrase** into their mind, which they perceive as their own thought.

A creature that succeeds on the save is immune to your Thoughtseed for 24 hours. 
This spell has **no visual or audible effect** and cannot be detected by mundane means.",,,,,,,,,,,,,,,creature is immune to Thoughtseed for 24 hours,4.0,4.0,,,,,24,,,,,,,,,,,,,False,False,Action,1.0,Action,,Up to 1 minutes,,1.0,Minutes,True,True,60 feet,Point,60.0,Feet,,,,,,Verbal,V,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/thoughtseed.png,,,"Bard, Sorcerer"
,Threadbound Recall,0.0,ORIO,,,,BETA,,"Cleric, Ranger",Parascientist,Semiography,4th-level,Transmutation,T,"You bind a willing creature’s thread to a prepared point of safety within range. At any moment while the binding persists, the creature may sever its current position and snap instantly along the Loom to the designated location.

The recall may be invoked only once per casting. The passage leaves a faint disturbance in the surrounding Weft, making repeated use increasingly noticeable to those who watch for sudden absences and returns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10 minutes,10.0,Minutes,,Until triggered,,,,False,False,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a celebrityl tracking beacon,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/threadbound%20recall.png,3137359.0,,"Wizard, Sorcerer"
,Tight,0.0,ORIO,"Summons Creature, Grants Advantage","Summons Creature, Grants Advantage",SMN,"Mispelled, Debuff, Damage, BETA",,Bard,Celebrity,,2nd-level,Transmutation,T,"With a sharp pose and a surge of magic, you conjure a flawless fit. The target’s attire realigns into immaculate tailoring—custom, luxurious, and sharp as their mood.
- While affected, the target:
- Gains advantage on Charisma (Performance, Intimidation, or Persuasion) checks made to impress, seduce, or intimidate.
- Radiates undeniable confidence and poise.
- Exudes a faint supernatural polish—fabric shimmers, collars hold, and hems never fold.

When cast on an unwilling creature, they must succeed on a Constitution saving throw or:
- Their clothing constricts for a moment, imposing disadvantage on their next Strength or Dexterity- based check or save.
- They suffer 1d4 cognitive damage from the sudden discomfort and embarrassment.",,,,"
If cast using a spell slot of 3rd level or higher, the outfit is also instantly cleaned, mended, and altered into any cut, color, or fashion style desired—from tactical opera- wear to battlefield haute couture.",,,,,,,"In Concord City, it’s often used in high- fashion duels and rogue theater circles.- Casting Tight before a date or duel is considered polite.",,,,"gains advantage on Charisma (Performance, Intimidation, or Persuasion) checks",5.0,6.0,,,advantage,,,,1d4,cognitive,Psychic,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,Self,Point,,Self,,,,,,Somatic,S,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/tight.png,3137553.0,,"Bard, Sorcerer"
,Torrent of Unbidden Thoughts,0.0,ORIO,,,,,,Wizard,Hacker,Semiography,2nd-level,Enchantment,E,"The target’s short- term memory floods with useless data. The affected creature must make an Intelligence saving throw. On a failure, they roll 1d6 and subtract it from all attack rolls, ability checks, and saving throws for the duration. The effect ends early if the target takes cognitive damage.",,,,,,,,,,,,,,,must make an Intelligence saving throw,4.0,4.0,1,6,,,,,1d6,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,True,60 feet,Point,60.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R",a cracked CPU chip,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/torrent%20of%20unbidden%20thoughts.png,3137511.0,,"Sorcerer, Wizard"
,Tortak's Siphon of Haunting Moss,0.0,ORIO,"Healing, Modifies AC, Grants Advantage","Healing, Modifies AC, Grants Advantage",HL,"Unhinged, Debuff, BETA",,"Wizard, Warlock",Scourge,,7th-level,Necromancy,N,"You release a parasitic curse woven from the hunger of haunted moss. Choose a point within range. Any number of creatures within a 15- foot- radius sphere centered on that point must make a Constitution saving throw.

On a failed save:
- For the duration, the next 45 hit points of healing the target would receive are stolen. Instead of regaining hit points, you regain that amount instead, and the target receives nothing.
- Each time this transfer occurs, spectral moss visibly spreads along the target’s skin or clothing.
- While affected, targets have disadvantage on Constitution saving throws to maintain concentration on spells.

On a success:
- The creature is unaffected, but faint lichen- like patterns momentarily crawl across their skin before vanishing.

The spell ends early for a creature when it has had 45 HP of healing siphoned, when it drops to 0 hit points, or if you lose concentration.
",Level 5,,,"At Higher Levels. 
When cast using a 9th-level spell slot:
- The siphon cap increases to 90 hit points per target. 
- You may choose up to two separate areas to apply this effect simultaneously (each requiring concentration to be maintained independently).",,,,,,,"> “They say the moss grows where the dead still think of life—and that Tortak found a way to make it drink instead.” 
> — Folk saying, forbidden in Concord’s inner districts",,,"When casting this spell, roll a d20. On a 15 or higher: 
A spectral overgrowth of bioluminescent moss blooms within the area. All creatures inside the sphere must succeed on a DC 15 Wisdom saving throw or be frightened of you until the start of your next turn.
",has disadvantage on Constitution saving throws to maintain concentration on spells,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,up to 1 minutes,,1.0,Minutes,True,True,Touch,Point,,Touch,Sphere/15 ft,Sphere,S,15.0,Sphere,Material,R,a small wax candle,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/tortak%27s%20siphon%20of%20haunting%20moss.png,3137555.0,,"Sorcerer, Warlock, Wizard"
,Touch of the Nereid,0.0,ORIO,,,,"Rework, Rename",,"Bard, Wizard, Warlock",Cultist,,8th-level,Transmutation,T,"You touch the target's flesh, feeling their breath flutter like candlelight in the abyss.
 
- The target must make a Constitution saving throw (- 2 penalty). On a failure, they drown instantly, as if submerged in unseen waters.
- Those who survive describe a vision of something immense, watching from beneath the surface.
- Those who fail leave behind no corpse, only a damp outline where they once stood.

 Some whisper that victims of this spell are not truly dead, but merely waiting… elsewhere.",,,,,,,,,,,,,,,target must make a Constitution saving throw with a -2 penalty,4.0,3.0,,,-2,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,Touch,Point,,Touch,,,,,,Somatic,S,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/touch%20of%20the%20nereid.png,3137368.0,,
,Toxic Stray,0.0,ORIO,Grants Advantage,Grants Advantage,ADV,"Mispelled, BETA",,"Druid, Sorceror",Architect,,2nd-level,Transmutation,T,"You gesture toward a nearby stray creature—be it a cat, pigeon, squirrel, rat, or even a raccoon—and imbue it with trace amounts of venomous energy. For the duration, the creature becomes semi- magical and mildly dangerous in unpredictable ways.- Choose or roll for a nearby unclaimed beast CR 0 or lower within range.- That creature becomes your semi- loyal venomous companion for the spell’s duration.- The creature cannot speak, but it understands your intent and can take basic commands (such as “harass,” “follow,” or “bite”).

While venomous, it gains:- A bite or claw attack that deals 1d6 toxic damage in addition to normal damage.- Creatures damaged by it must succeed a Constitution saving throw or suffer disadvantage on their next attack roll or skill check (your choice).

If reduced to 0 HP or dismissed, it explodes in a puff of neon- green spores and glittery hair, imposing disadvantage on Perception checks in a 5- ft radius until the end of the turn.",,,"| d6 | Quirk While Poisoned |
|---- |--------------------------------------------------------------------- |
| 1 | It glows faintly green and refuses to blink. |
| 2 | It purrs aggressively when attacking. |
| 3 | Its venom smells like bubblegum. |
| 4 | It sings very faint lullabies only the caster can hear. |
| 5 | It develops a temporary monocle. |
| 6 | It explodes into confetti upon vanishing. |",,,,,,,,"This spell is commonly used by street witches, dumpster mystics, and one particularly infamous pastry chef in Neon Mire.",,,,must succeed a Constitution saving throw,4.0,3.0,,,,,,,1d6,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,60 feet,Point,60.0,Feet,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/toxic%20stray.png,3137557.0,,"Sorcerer, Druid"
,Tremor Sign,0.0,ORIO,Grants Advantage,Grants Advantage,ADV,,,Sorceror,Runner,,0-Cantrip,Enchantment,E,"You tap the ground, sending a ripple of energy through the surface. A creature standing on solid ground within range must succeed on a Dexterity saving throw or momentarily lose balance, forcing it to make its next attack roll or Dexterity check with disadvantage. If the terrain is loose or unstable, the effect is automatically successful.",,,,,,,,,,,,,,,must succeed on a Dexterity saving throw,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,10 feet,Point,10.0,Feet,,,,,,"Somatic, Material","S, R",a piece of cracked stone,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/tremor%20sign.png,3137558.0,,"Bard, Sorcerer, Warlock"
,Truth Between the Sheets,0.0,ORIO,Modifies AC,Modifies AC,MAC,"Sexual, BETA",,"Bard, Wizard, Paladin","Celebrity, Judge, Cultist",,1st-level,Divination,D,"You exhale a slow, intoxicating breath, sending whispers of carnal truth and romantic echoes drifting into the target’s aura. The magic doesn’t extract facts—it invites revelation.

A silken mirage unfolds, where the subject’s soul steps forward, cloaked in glimmering honesty. Faces, forms, emotions, and gestures emerge from the haze—some familiar, some unknown—each representing a truth they’ve always carried.

The spell may reveal one or more of the following aspects, depending on your focus:

Gender Identity: The target's inner identity manifests briefly as a mirage, affirming their true self. This may reveal identities such as Male, Female, Nonbinary, Transgender, Cisgender, Two- Spirit, Genderfluid, Agender, or something uniquely celebrityl and beyond typical categories.

Romantic Inclination: You awaken a subtle echo within the target’s spirit, reflecting their romantic nature. This might indicate whether they identify as Hyper- Romantic, Romantic, Demi- Romantic, Grayromantic, Aromantic, or something entirely undefined.

Sexual Orientation: A fleeting, sensory dreamscape gently unfolds around the target, reflecting their deepest attractions. They may acknowledge, embrace, or gently dismiss these visions. The spell doesn't impose new desires; it simply illuminates those already present.

Position Preference: A subtle sensation reveals the subject's preferred intimacy position, such as Top, Bottom, Versatile, Vers- Top, Vers- Bottom, Side, or an unclassified, uniquely celebrityl preference.

Fetish Affinity: A delicate hum pulses into the subject’s subconscious, drawing forth hidden motifs of pleasure—those they cherish, those they deny, and those that whisper only in dreams. This may reveal affinities such as Bondage, Impact Play, Sensory Deprivation, Exhibitionism, Voyeurism, Power Exchange, Pet Play, or something undocumented by common texts.

Kink Role Alignment: A soft whisper coils through the subject’s awareness, coaxing insight into their innate position within dominance- submission dynamics. They may momentarily experience themselves in a state of control, surrender, or fluidity. Whether they resist, acknowledge, or embrace this vision, the spell merely opens a door—it does not push them through it.

The experience is not invasive—it is affirming, deeply celebrityl, and laced with quiet reverence. The subject may resist this unveiling with a Wisdom saving throw; on a success, the vision remains fragmented, and only a vague sense of their essence slips through.

This spell does not coerce. It does not judge. It simply illuminates what was already burning softly beneath the surface.",,"This spell respects the target's autonomy and does not alter or coerce identities or preferences; it merely reveals truths already held.

Always ensure sensitive handling of these revelations at your table, prioritizing player comfort and respectful roleplay.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,30 feet,Point,30.0,Feet,,,,,,"Somatic, Verbal, Material","V, S, R","a shard of polished obsidian kissed once, a rose petal burned to ash, and a silk ribbon tied and untied around a drop of honeyed wine",,,,,,,,,Faded Beauty,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/truth%20between%20the%20sheets.png,3137559.0,,"Bard, Sorcerer"
,Truth of Gizy ao zrfzm,0.0,ORIO,,,,,,"Cleric, Wizard, Bard",,,5th-level,Abjuration,A,"You project a metaphysical failsafe that prevents involuntary memory alteration and data corruption within a 10- foot radius sphere.

- Any attempt to erase, fragment, or overwrite memories in this area automatically fails.
- Spells like Memory Fragmentation, Compliance Protocol, and A.S.T.R.A.L. Redaction are nullified within the field.
- Digital and paper records within the field are temporarily immune to deletion by magical or technological means.",,,,"- At 7th level, the radius extends to 30 feet, covering an entire room.
- At 9th level, the effect becomes permanent in a fixed location, creating an anti- redaction zone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 hours,,1.0,Hours,False,True,Self (10- feet radius),Radius,10.0,"Self, Feet",,,,,,"Verbal, Somatic, Material","V, S, R",a static- charged copper wire,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/truth%20of%20gizy%20ao%20zrfzm.png,3137449.0,,Sorcerer
,Tweak/Goose,0.0,ORIO,,,,Sexual,,Bard,Medic,,0-Cantrip,Transmutation,T,"A pulse of low- frequency nerve stimulation targets a muscle group or sensitive area, triggering a sharp jolt of sensation akin to a goosebump- inducing touch.

- The target must succeed on a Constitution saving throw or experience an involuntary twitch, shiver, or sharp intake of breath, losing their next reaction.

This spell is often misused in underground establishments, enhancing paid experiences or delivering unexpected sensations.",,,,,,,,,,,,,,,must succeed on a Constitution saving throw,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,10 feet,Point,10.0,Feet,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/tweak%2Fgoose.png,3137560.0,,Bard
,Unbound Stone,0.0,ORIO,Creates Light,Creates Light,LGTS,,,"Paladin, Druid",Architect,,5th-level,Transmutation,T,"You rewrite the obedience of matter itself, compelling solid substance to part and flow aside like water under command.
	•	Choose a solid, nonmagical wall, vault, or reinforced surface no more than 5 feet thick. You open a 10-foot-long, 5-foot-wide passage, the material folding away in rippling bands of pale, unstable light.
	•	The passage shimmers faintly, semi-translucent, as though reality itself is uncertain it should exist.
	•	The opening seals itself after 1 round unless you maintain concentration, in which case it remains for the spell’s duration.
	•	The passage cannot be formed through living creatures or organic matter.

Warded or Enchanted Surfaces:
If the surface is protected by magic, make an Arcana check (DC = 10 + the level of the ward). On a failure, the spell collapses harmlessly, leaving the surface untouched.",,,,"
When cast using a 6th-level spell slot or higher, the maximum surface thickness increases by 5 feet for each slot level above 5th.",,,,,,,,,,,make an Arcana check (DC = 10 + the level of the ward),4.0,,,,10,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,True,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a broken firewall key,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/unbound%20stone.png,3137526.0,,"Sorcerer, Wizard"
,Unsealing of Whispered Threads,0.0,ORIO,Affects Objects,Affects Objects,OBJ,BETA,,"Wizard, Bard",Parascientist,Semiography,3rd-level,Divination,D,"By touching a creature or object, you tug loose concealed threads from the Loom, allowing buried truths to bleed outward as telepathic murmurs. Fragments of memory, history, and intent spill into the minds of all creatures within 30 feet, carried on overlapping whispers that cannot be fully silenced.

If the target is a creature, it must make a Wisdom saving throw or be compelled to speak truthfully for the duration, unable to withhold or disguise what the unsealed threads reveal. The whispers fade when the spell ends, but what was heard cannot be forgotten.",,,,,,,,,,,,,,,must make a Wisdom saving throw,4.0,5.0,,,,,1,2.0,,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,False,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a corrupted USB drive,,,,,,,Repeated use may attract corporate counter- infiltration specialists or trigger a data breach investigation.,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/unsealing%20of%20whispered%20threads.png,3137250.0,,"Bard, Sorcerer"
,Unwitnessed Deeds,0.0,ORIO,"Summons Creature, Modifies AC, Grants Advantage","Summons Creature, Modifies AC, Grants Advantage",SMN,Stealth,,"Wizard, Bard, Ranger",Hacker,,4th-level,Divination,D,"You conjure a shroud of arcane interference that fouls the act of observation itself. Sightlines blur, divinatory senses slip, and memory refuses to hold what should have been seen.

For the duration, the following effects apply within the area:
	•	Divination magic used to observe or record the area suffers disadvantage, as visions fracture into static impressions, echoes, or false overlays.
	•	Magical sensors, scrying eyes, familiars used as observers, and similar effects fail to relay clear information, instead looping old images, fading to darkness, or presenting distorted scenes.
	•	Any creature attempting to observe the area remotely through magic must succeed on a Wisdom saving throw or be unable to recall what they perceived, retaining only vague impressions or missing time.

This spell does not render creatures invisible. Direct, unaided sight functions normally, but any attempt to watch, record, or verify events through supernatural means becomes deeply unreliable, as though reality itself refuses to be properly witnessed.",,,,,,,,,,,,,,,must succeed on a Wisdom saving throw,4.0,5.0,,,advantage,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,10 minutes,,10.0,Minutes,False,False,30 feet,Point,30.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R",a cracked camera lens,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/unwitnessed%20deeds.png,3137522.0,,"Sorcerer, Wizard"
,Unwritten Passage,0.0,ORIO,,,,"Stealth, BETA",,"Bard, Sorceror, Wizard","Hacker, Runner",,2nd-level,Illusion,I,"You loosen your presence from all forms of recorded recognition, rendering your thread unreadable to systems that rely on ordered perception. For the duration, the affected creature cannot be perceived by divinatory constructs, ritual sensors, or Erudit-maintained observation wards.

Any attempt to observe the creature through indirect or automated means produces static impressions, looping moments, or blank intervals in perception. Creatures relying on direct sight, sound, or touch remain unaffected and can interact normally.

If the creature deliberately interacts with a warded or observed mechanism, the system may register disruption or error, but never a discernible identity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 hours,,1.0,Hours,False,True,Touch,Point,,Touch,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/unwritten%20passage.png,3137332.0,,"Sorcerer, Wizard"
,Urge Unerring,0.0,ORIO,Modifies AC,Modifies AC,MAC,"Mispelled, Buff, BETA",,"Druid, Bard, Ranger",Architect,,3rd-level,Enchantment,E,"You align your body, mind, and bladder with an invisible thread of inevitability. For the duration, cosmic forces ensure your next strike is absurdly accurate—but only under strangely specific conditions.

Until the spell ends, your next attack roll automatically hits a target of your choice if any of the following are true at the time of the attack:
- You are actively urinating.
- You are within 5 feet of someone who is.
- You are standing inside a bathroom, restroom, washroom, or similarly designated facility—regardless of plumbing status.

If none of these conditions are true, you must spend an action miming the act of relieving yourself (DMs are encouraged to enforce social consequences) to activate the effect. Once the effect is used, the spell ends",,,,"When cast using a spell slot of 4th level or higher, you may choose two attacks within the duration to benefit from this effect instead of one.",,,,,,,,,,,automatically hits a target of your choice,2.0,,,,hits,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,60 feet,Point,60.0,Feet,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/urge%20unerring.png,3137566.0,,"Bard, Sorcerer"
,Usurpation of Will,0.0,ORIO,Modifies AC,Modifies AC,MAC,Control,,Wizard,Parascientist,Semiography,6th-level,Enchantment,E,"You intrude upon a creature’s decision-making, threading foreign intent through its thoughts until choice and command become indistinguishable. The target must make an Intelligence saving throw or be compelled to follow your spoken orders as if they were its own decisions.

While affected, the creature genuinely believes its actions are self-directed. A creature already under another compulsion effect automatically fails its initial saving throw. At the end of each of its turns, the creature may attempt a new Intelligence saving throw to reclaim control.",,,,,,,,,,,,,,,must make an Intelligence saving throw,4.0,4.0,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,10 minutes,,10.0,Minutes,False,False,30 feet,Point,30.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R","a high- ranking corporate ID badge, registered to the caster",,,,,,,Use of unauthorized compulsion spells within corporate zones is classified as Executive Manipulation Fraud.,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/usurpation%20of%20will.png,3137198.0,,"Sorcerer, Warlock"
,Utallash's Pursuit of Ceramic,0.0,ORIO,"Modifies AC, Grants Advantage","Modifies AC, Grants Advantage",MAC,"Unhinged, Buff, BETA",,"Cleric, Warlock",Scourge,,3rd-level,Transmutation,T,"You invoke a forbidden remnant of ancient magic, drawing from the chilling legacy known as Utallash’s Pursuit of Ceramic. Choose one creature within range; 
it must make a Charisma saving throw. On a failed save, the target suffers the following effects:
- The target takes 4d8 distortive damage as their identity begins to fracture, leaving a hollow, ceramic
- like resonance within their being.- They become a “Husk”: For the next hour, the target struggles to remember their own name, imposing disadvantage on all Charisma- based checks and saving throws.

Marked by the Void (Caster’s Consequences):
Every time you cast this spell, you become subtly marked by the magic. The mark grows stronger with repeated uses. You experience minor, unsettling phenomena:
- Your reflection occasionally blinks or moves independently.
- Your shadow periodically misaligns or lags behind your physical form.

After you cast this spell 3 or more times, you gain disadvantage on Charisma saving throws until you complete a long rest, as the magic slowly erodes your own identity.

These effects are cumulative but subtle enough to be hidden from casual observers—though those familiar with the Void’s whispers will recognize your affliction immediately.

Removing the Mark:
A Greater Restoration or similarly potent cleansing magic removes all accumulated marks from you, resetting the count.",,,,,,,,,,,"Something unknown has touched this magic, leaving behind traces of those who have cast it before.

During the Calamity of Shrouded Stars, Utallash's Persuit of Ceramic was unleashed upon a battlefield, reducing an entire legion to nameless husks. Those who survived swore they heard their own names whispered by the void.",,,"When casting this spell, roll a d20. On a 15 or higher: Reality trembles slightly, causing a ripple that lingers unseen.",target makes a Charisma saving throw,4.0,6.0,,,,,,,4d8,distortive,bludgeoning,,,,,,,,,False,False,Bonus Action,1.0,Bonus Action,,permanent,Permanent,,,False,False,Touch,Point,,Touch,,,,,,Material,R,currant leaves or a little vial of paint,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/utallash%27s%20pursuit%20of%20ceramic.png,3137567.0,,"Sorcerer, Warlock"
,Veil-Slip of Unrecorded Passage,0.0,ORIO,,,,,,"Bard, Wizard",Hacker,,3rd-level,Abjuration,A,"You momentarily slip your thread beneath the Veil of recognition, causing the Loom to lose sight of your movement. For the duration, divination magic, scrying effects, and tracking rites cannot perceive you.

If you were already being observed or followed, the last recorded position of your thread remains fixed, as though you never moved beyond that point. Any attempt to reestablish your trail through magical tracking fails unless the caster succeeds on an Intelligence saving throw against your spell save DC, as the Erudits’ registries refuse to update your position.",,,,,,,,,,,,,,,the caster succeeds on an Intelligence saving throw against your spell save DC,4.0,4.0,,,spell save DC,,,,,,,,,,,,,,,False,False,Reaction,1.0,Reaction,when targeted by surveillance or tracking,1 minutes,,1.0,Minutes,False,False,Self,Point,,Self,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veil-slip%20of%20unrecorded%20passage.png,3137243.0,,"Ranger, Sorcerer, Warlock"
,Veil-Tread of Uncertain Thread,0.0,ORIO,"Modifies AC, Teleportation","Modifies AC, Teleportation",MAC,Buff,,Wizard,Anomalous,,3rd-level,Transmutation,T,"You loosen your thread from the Loom and allow it to drift unpredictably across the Veil. At the start of each of your turns, roll a d6 as the Veil resettles around you:
	•	On a 1–2, the Veil thickens defensively, granting you resistance to all damage.
	•	On a 3–4, your thread snaps sideways through the Veil, teleporting you 30 feet in a random direction.
	•	On a 5–6, the Veil obscures your presence entirely, rendering you invisible until the start of your next turn.

Each shift feels uncontrolled, as though the Veil itself is deciding how best to accommodate your unstable presence.",,,,,,,,,,,,,,,grants resistance to all damage,1.0,,,,2,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,False,Self,Point,,Self,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veil-tread%20of%20uncertain%20thread.png,3137260.0,,"Sorcerer, Wizard"
,Veil-Walk of the Unnoticed Thread,0.0,ORIO,"Modifies AC, Creates Light","Modifies AC, Creates Light",MAC,,,Wizard,"Cultist, Architect",,3rd-level,Transmutation,T,"You partially displace your body across the Veil, causing your presence to blur between states of recognition. For the duration, you move through crowds without drawing notice unless actively sought, slipping past attention as though your thread refuses to catch the eye.

You may pass through fragile barriers such as glass, light fencing, or unreinforced doors, and you leave no trace upon pressure-sensitive wards, ritual scans, or motion-detecting enchantments. To the world, you are not invisible, but unregistered, and therefore unseen.",,,,,,,,,,,,,,,no notice unless actively sought,4.0,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,False,Self,Point,,Self,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veil-walk%20of%20the%20unnoticed%20thread.png,3137334.0,,"Ranger, Sorcerer"
,Veilborn Glimmer,0.0,ORIO,"Modifies AC, Creates Light, Uses Bonus Action","Modifies AC, Creates Light, Uses Bonus Action",MAC,,,"Bard, Wizard","Runner, Anomalous",,0-Cantrip,Transmutation,T,"Your body shimmers with ethereal light, briefly phasing between reality and the unknown. For the duration, you can dim or brighten your own appearance at will, causing yourself to glow faintly (shedding dim light in a 5- foot radius) or become shadowed (light sources within 10 feet of you appear dimmer). This effect ends if you fall unconscious or dismiss it as a bonus action.",,,,,,,,,,,,,,,does not affect saving throws,4.0,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,False,Self,Point,,Self,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/veilborn%20glimmer.png,3137568.0,,"Bard, Sorcerer, Wizard"
